-2 0.01831564
-1.9 0.0342069266589129
-1.8 0.0500982133178258
-1.7 0.0659894999767386
-1.6 0.0818807866356515
-1.5 0.114195691704518
-1.4 0.159649489136345
-1.3 0.205103286568173
-1.2 0.250557084
-1.1 0.299715957462006
-0.999999999999999 0.378515442500001
-0.899999999999999 0.457314927537995
-0.799999999999999 0.53611441257599
-0.699999999999999 0.614913897613985
-0.599999999999999 0.68777585024733
-0.499999999999999 0.757669037123665
-0.399999999999999 0.827562224
-0.299999999999999 0.897455410876336
-0.199999999999999 0.95181678
-0.0999999999999994 0.95181678
6.38378239159465E-16 0.95181678
0.100000000000001 0.95181678
0.200000000000001 0.95181678
0.300000000000001 0.897455410876335
0.400000000000001 0.827562224
0.500000000000001 0.757669037123664
0.600000000000001 0.687775850247329
0.700000000000001 0.614913897613984
0.800000000000001 0.536114412575989
0.900000000000001 0.457314927537994
1 0.378515442499999
1.1 0.299715957462005
1.2 0.250557084
1.3 0.205103286568172
1.4 0.159649489136344
1.5 0.114195691704517
1.6 0.0818807866356513
1.7 0.0659894999767384
1.8 0.0500982133178255
1.9 0.0342069266589126
