-2 0
-1.9 0.00262612833294565
-1.8 0.00684138533178258
-1.7 0.0126457709965108
-1.6 0.0200392853271303
-1.5 0.0294781399826368
-1.4 0.0431703990246799
-1.3 0.0614080378099058
-1.2 0.0841910563383145
-1.1 0.111540038363571
-0.999999999999999 0.145451608361671
-0.899999999999999 0.187243126863571
-0.799999999999999 0.23691459386927
-0.699999999999999 0.294466009378769
-0.599999999999999 0.35969945563535
-0.499999999999999 0.431971700003899
-0.399999999999999 0.511233263060083
-0.299999999999999 0.597484144803899
-0.199999999999999 0.6905517694998
-0.0999999999999994 0.7857334474998
6.38378239159465E-16 0.8809151254998
0.100000000000001 0.9760968034998
0.200000000000001 1.0712784814998
0.300000000000001 1.1643461061957
0.400000000000001 1.25059698793952
0.500000000000001 1.3298585509957
0.600000000000001 1.40213079536425
0.700000000000001 1.46736424162083
0.800000000000001 1.52491565713033
0.900000000000001 1.57458712413603
1 1.61637864263793
1.1 1.65029021263603
1.2 1.67763919466128
1.3 1.70042221318969
1.4 1.71865985197492
1.5 1.73235211101696
1.6 1.74179096567247
1.7 1.74918448000309
1.8 1.75498886566782
1.9 1.75920412266665
