1 2.3558004617679
1.2 1.72730521088627
1.4 0.914189474068629
1.6 0.272002893031041
1.8 0.0339651851735585
2 -0.123322176579539
2.2 -0.230281981614985
2.4 -0.270747362924367
2.6 -0.357284608312962
2.8 -0.377694110014487
3 -0.422389976502082
3.2 -0.442380062094512
3.4 -0.457073042137959
3.6 -0.467918412577145
3.8 -0.472232573254504
4 -0.481897860717702
4.2 -0.486312994328682
4.4 -0.489587518803962
4.6 -0.4908916599771
4.8 -0.492979235275583
5 -0.495135135750403
5.2 -0.496112227852883
5.4 -0.49683053010096
5.6 -0.497114355430423
5.8 -0.497564922710774
6 -0.498023340106847
6.2 -0.498227684646211
6.4 -0.498375929655868
6.6 -0.498433910531745
6.8 -0.498560625444795
7 -0.498616376925685
7.2 -0.498656429055559
7.4 -0.498685139622087
7.6 -0.498696269160459
7.8 -0.498720339501314
8 -0.498730787451352
8.2 -0.498734819822236
8.4 -0.498743496476547
8.6 -0.498745528046106
8.8 -0.498749886531008
9 -0.498751758763406
9.2 -0.498752477085596
9.4 -0.498754012163692
9.6 -0.498754368950954
9.8 -0.498755129677209
10 -0.498755453842497
